"DC_TITLE","DC_PUBLISHER","DC_IDENTIFIER","DC_SOURCE","DC_LANGUAGE","DC_RELATION","DTB_REVISION","LB_DURATION","LB_MESSAGE_FORMAT","LB_TARGET_AUDIENCE","LB_DATE_RECORDED","LB_KEYWORDS","LB_TIMING","LB_PRIMARY_SPEAKER","LB_GOAL","LB_ENGLISH_TRANSCRIPTION","LB_NOTES","LB_BENEFICIARY","LB_STATUS","CATEGORIES","QUALITY","PROJECT"
"W7WER-KO - NABULO","","LB-2_o7h369j92r_4u","","ssl1","","2","3","","","","","","","","","","","","Communities","l","MEDA"
"WAJIALA MABA - SILBELLE","","LB-2_o7h369j92r_4v","","ssl1","","2","5","","","","","","","","","","","","Communities","l","MEDA"
"WISINEKANDETUMA - KUSALI","","LB-2_o7h369j92r_4w","","ssl1","","2","4","","","","","","","","","","","","Communities","l","MEDA"
"WUFAALIAKO - TAFFIASI","","LB-2_o7h369j92r_4x","","ssl1","","2","4","","","","","","","","","","","","Communities","l","MEDA"
"WUMOLERA - JETONG","","LB-2_o7h369j92r_4y","","ssl1","","2","3","","","","","","","","","","","","Communities","l","MEDA"
"WUZOMUN BIMO - TAFFIASI","","LB-2_o7h369j92r_4z","","ssl1","","2","4","","","","","","","","","","","","Communities","l","MEDA"
"ZILENKANCHIE - SILBELLE","","LB-2_o7h369j92r_50","","ssl1","","2","4","","","","","","","","","","","","Communities","l","MEDA"
"ZILENKANCHIE 2 - SILBELLE","","LB-2_o7h369j92r_51","","ssl1","","2","5","","","","","","","","","","","","Communities","l","MEDA"
"ABEINHHIE - DASIMA","","LB-2_o7h369j92r_52","","ssl1","","2","4","","","","","","","","","","","","Communities","l","MEDA"
"ACHODOGO 1 - NABULO","","LB-2_o7h369j92r_53","","ssl1","","2","4","","","","","","","","","","","","Communities","l","MEDA"
"Appropriate and Timely Harvesting of Soya","","LB-2_o7h369j92r_55","","ssl1","","2","473","","","","","","","","","","","","Soybeans","l","MEDA"
"Appropriate Soya Drying and Thrashing Techniques","","LB-2_o7h369j92r_56","","ssl1","","2","522","","","","","","","","","","","","Soybeans","l","MEDA"
"Appropriate Treatment and Storage of Soya","","LB-2_o7h369j92r_57","","ssl1","","2","1089","","","","","","","","","","","","Soybeans","l","MEDA"
"Credit Utilization","","LB-2_o7h369j92r_58","","ssl1","","2","911","","","","","","","","","","","","Financial Services","l","MEDA"
"Timely Selling of Soyabeans","","LB-2_o7h369j92r_59","","ssl1","","2","368","","","","","","","","","","","","Financial Services","l","MEDA"
"Enrolling Female in School","","LB-2_o7h369j92r_5a","","ssl1","","3","505","Drama","","","","","","","","","","","Gender","l","MEDA"
"Stop Child Marriage","","LB-2_o7h369j92r_5b","","ssl1","","3","635","Drama","","","","","","","","","","","Gender","l","MEDA"
"Intro Message # 2","","LB-2_o7h369j92r_5c","","ssl1","","2","138","","","","","","","","","","","","General Other","l","MEDA"
"Dry season farming activities","","LB-2_o7h369j92r_5d","","ssl1","","2","486","","","","","","","","","","","","General Agriculture","l","MEDA"
"Appropriate Timely for  Selling  Soya","","LB-2_o7h369j92r_5e","","ssl1","","4","368","Interview","","","","","","","","","","","Value Chain","l","MEDA"
"Developing Habit of Selling in Bulk","","LB-2_o7h369j92r_5f","","ssl1","","3","1547","Interview","","","","","","","","","","","Value Chain","l","MEDA"
"After six months","","LB-2_o7h369j92r_5g","","ssl1","","3","311","Song","","","","","","","","","","","Nutrition","l","MEDA"
"B-000202F7_0003_0001_DD038753","B-000202F7","B-000202F7_DD038753","TIAKANDO - WELYIRI","dga","","0","7","","","2015/09/30","","2015-3:0003","HH Rotation 0:Day 001","","","","","","General Feedback","l","MEDA"
"B-000202F7_0001_0002_D90CFAD3","B-000202F7","B-000202F7_D90CFAD3","TIAKANDO - WELYIRI","dga","","0","4","","","2015/09/30","","2015-3:0001","HH Rotation 0:Day 001","","","","","","General Feedback","l","MEDA"
"B-000202F7_0001_0003_8F13413B","B-000202F7","B-000202F7_8F13413B","TIAKANDO - WELYIRI","dga","","0","7","","","2015/09/30","","2015-3:0001","HH Rotation 0:Day 001","","","","","","General Feedback","l","MEDA"
"B-000202F7_0001_0004_BE185F47","B-000202F7","B-000202F7_BE185F47","TIAKANDO - WELYIRI","dga","","0","6","","","2015/09/30","","2015-3:0001","HH Rotation 0:Day 001","","","","","","General Feedback","l","MEDA"
"B-000202F7_0002_0002_980D612A","B-000202F7","B-000202F7_980D612A","TIAKANDO - WELYIRI","dga","","0","6","","","2015/09/30","","2015-3:0002","HH Rotation 0:Day 001","","","","","","General Feedback","l","MEDA"
"B-000202F7_0003_0002_080ABD41","B-000202F7","B-000202F7_080ABD41","TIAKANDO - WELYIRI","dga","","0","6","","","2015/09/30","","2015-3:0003","HH Rotation 0:Day 001","","","","","","General Feedback","l","MEDA"
"MWINLASONG A - GORIPIE","","LB-2_o7h369j92r_5w","","dga","","2","4","","","","","","","","","","","","Communities","l","MEDA"
"NEEBOYE-NOMO - OLLOTENG","","LB-2_o7h369j92r_5x","","dga","","2","4","","","","","","","","","","","","Communities","l","MEDA"
"SONGTAAMAALE - OLLOTENG","","LB-2_o7h369j92r_5y","","dga","","2","3","","","","","","","","","","","","Communities","l","MEDA"
"BEBAL-NEBEYEN -BIKYUUTENG ","","LB-2_o7h369j92r_5z","","dga","","3","3","","","","","","","","","","","","Communities","l","MEDA"
"MAALKAAH - BULI","","LB-2_o7h369j92r_60","","dga","","2","3","","","","","","","","","","","","Communities","l","MEDA"
"EXCLUSIVE BREASTFEEDING","","LB-2_o7h369j92r_6j","","ssl1","","3","376","Song","","","","","","","","","","","Nutrition","l","MEDA"
"Land Preparation For Soya Prod","","LB-2_o7h369j92r_6k","","ssl1","","3","1269","Interview","","","","","","","","","","","Soybeans","l","MEDA"
"Selection Of Appropriate Land for Soya Production","","LB-2_o7h369j92r_6l","","ssl1","","3","1832","Interview","","","","","","","","","","","Soybeans","l","MEDA"
"Annoucement","","LB-2_o7h369j92r_6m","","ssl1","","3","319","Lecture","","","","","","","","","","","General Agriculture","l","MEDA"
"Gender Roles","","LB-2_o7h369j92r_6n","","ssl1","","3","377","Drama","","","","","","","","","","","Gender","l","MEDA"
"Managing Inflows and Outflows of Income","","LB-2_o7h369j92r_6o","","ssl1","","4","1119","Interview","","","","","","","","","","","Financial Services","l","MEDA"
"Preparing Production Financing Plans","","LB-2_o7h369j92r_6p","","ssl1","","3","1192","Interview","","","","","","","","","","","Financial Services","l","MEDA"
"Price Observation and Selecting a Suitable Buyer","","LB-2_o7h369j92r_6q","","ssl1","","3","557","Interview","","","","","","","","","","","Value Chain","l","MEDA"
"Saving Objectively","","LB-2_o7h369j92r_6r","","ssl1","","3","1213","Interview","","","","","","","","","","","Financial Services","l","MEDA"
"Sensitization Against Nagative Cultural and Traditional Values","","LB-2_o7h369j92r_6s","","ssl1","","3","633","Lecture","","","","","","","","","","","Gender","l","MEDA"
"Annoucement ","","LB-2_o7h369j92r_6t","","ssl","","4","311","Lecture","","","","","","","","","","","General Other","l","MEDA"
"Awareness on the Profitability of Soya Bean Production","","LB-2_o7h369j92r_6u","","ssl","","4","714","Interview","","","","","","","","","","","Value Chain","l","MEDA"
"Choosing the Right Bussiness Activity in the Dry Season","","LB-2_o7h369j92r_6v","","ssl","","4","745","Interview","","","","","","","","","","","Value Chain","l","MEDA"
"Develop Habit of keeping production records","","LB-2_o7h369j92r_6w","","ssl","","4","652","Interview","","","","","","","","","","","Value Chain","l","MEDA"
"Responding to Price Changes","","LB-2_o7h369j92r_6x","","ssl","","4","925","Interview","","","","","","","","","","","Value Chain","l","MEDA"
"Nutritional and Health Benifits of Moringa","","LB-2_o7h369j92r_6y","","ssl","","4","536","Interview","","","","","","","","","","","Nutrition","l","MEDA"
"Nutritional and Health Benifits of Moringa","","LB-2_o7h369j92r_6z","","dga","","5","1721","Interview","","","","","","","","","","","Nutrition","l","MEDA"
"Nutritional and Health Benifits of Moringa2","","LB-2_o7h369j92r_70","","dga","","4","1681","Interview","","","","","","","","","","","Nutrition","l","MEDA"
"Usage of Moringa","","LB-2_o7h369j92r_71","","dga","","4","786","Interview","","","","","","","","","","","Nutrition","l","MEDA"
"Usage of Moringa","","LB-2_o7h369j92r_72","","ssl","","4","558","Interview","","","","","","","","","","","Nutrition","l","MEDA"
"Annoucement","","LB-2_o7h369j92r_73","","dga","","5","158","Lecture","","","","","","","","","","","General Other","l","MEDA"
"Awareness on the Profitaility of Soyabeans Production","","LB-2_o7h369j92r_74","","dga","","3","953","Interview","","","","","","","","","","","Value Chain","l","MEDA"
"Choosing the Right Bussiness of Activity in the Dry Season","","LB-2_o7h369j92r_75","","dga","","3","823","Interview","","","","","","","","","","","Value Chain","l","MEDA"
"Develop Havit of Keeping Production Records","","LB-2_o7h369j92r_76","","dga","","4","844","Interview","","","","","","","","","","","Value Chain","l","MEDA"
"Responding to Price Changes","","LB-2_o7h369j92r_77","","dga","","3","994","Interview","","","","","","","","","","","Value Chain","l","MEDA"
"Awareness on the Profitability of Soya Production","","LB-2_o7h369j92r_7a","","ssl1","","3","1110","Interview","","","","","","","","","","","Value Chain","l","MEDA"
"Chosing the Right Bussiness or Activity in the Dry Season","","LB-2_o7h369j92r_7b","","ssl1","","3","898","Interview","","","","","","","","","","","Value Chain","l","MEDA"
"Develop Habit of Production Record Keeping","","LB-2_o7h369j92r_7c","","ssl1","","4","770","Interview","","","","","","","","","","","Value Chain","l","MEDA"
"Responding to Price Chages","","LB-2_o7h369j92r_7d","","ssl1","","3","1152","Interview","","","","","","","","","","","Value Chain","l","MEDA"
"Nutritional and Health Benifits of Moringa","","LB-2_o7h369j92r_7e","","ssl1","","3","432","Interview","","","","","","","","","","","Nutrition","l","MEDA"
"Uses of Moringa","","LB-2_o7h369j92r_7f","","ssl1","","3","475","Interview","","","","","","","","","","","Nutrition","l","MEDA"
"Nutritional and Health Benifits of Moringa___LB-2_o7h369j92r_7e-old1","","LB-2_o7h369j92r_7g","","en","","1","436","","","","","","","","","","","","Nutrition","l","MEDA"
"Nutritional and Health Benifits of Moringa ","","LB-2_o7h369j92r_7h","","dga","","6","1077","Drama","","","","","","","","","","","Nutrition","l","MEDA"
"Usage of Moringa ","","LB-2_o7h369j92r_7i","","dga","","5","564","Interview","","","","","","","","","","","Nutrition","l","MEDA"
